Epoch,Loss,Accuracy
1,3.4038695765149063,26.44878354390728
2,1.154766493542179,70.51268664508719
3,0.6906353692719891,80.83951132922628
4,0.6507710351306162,81.15276182520623
5,0.6013361961598609,82.70857262190665
6,0.4807273264333701,86.33183669207476
7,0.45244611064150075,87.1671713480213
8,0.3588044030746077,89.3703665030803
9,0.32437409702569814,90.51895165500679
10,0.2245601781637995,93.30688106922837
11,0.27409022384483345,91.84504542132191
12,0.2704642086414395,92.38801294768717
13,0.23572863242144038,92.76391354286311
14,0.27960068979270897,91.99122898611256
15,0.2295273024185448,93.30688106922837
16,0.2794296661047799,92.47154641328183
17,0.2467592407112858,92.8578886916571
18,0.2752067475063596,92.17917928370053
19,0.33380199620013784,91.13501096376736
20,0.4213596590005668,89.08844105669834
21,0.36410042997093717,90.52939333820612
22,0.4081842300665986,90.20570115902683
23,0.4282642152089222,90.04907591103685
24,0.43198531200504225,90.0281925446382
25,0.4893676186822782,89.5687584838676
26,0.5329750260385643,89.51655006787094
27,0.6109714617205274,88.13824788555915
28,0.6581041185529368,87.76234729038322
29,0.6107676031815398,88.78563224391772
30,0.758356217532211,87.71013887438656
31,0.7192380150697034,88.20089798475514
32,0.6721151255213531,89.57920016706693
33,0.5243891196645749,91.55267829174063
34,0.3936620901641288,93.63057324840764
35,0.4291948270331475,93.07716403884307
36,0.41243578198775177,93.64101493160697
37,0.312716921334671,94.64341651874281
38,0.36087515711292006,94.26751592356688
39,0.32380038820456264,94.68518325154015
40,0.29975306943216906,94.87313354912811
41,0.3250865298464218,94.61209146914481
42,0.3010390916206002,95.12373394591208
43,0.2618378701662069,95.38477602589538
44,0.23750882506389823,95.79200167066931
45,0.283796496898515,94.99843374752011
46,0.26828706460747426,95.02975879711809
47,0.2254030137237756,95.97995196825728
48,0.16409580928944462,97.06588702098779
49,0.2093539010714087,96.52291949462253
50,0.21024693298349334,96.3767359298319
51,0.16407039251670116,96.79440325780516
52,0.17052382217328269,96.65866137621386
53,0.12859078471706054,97.06588702098779
54,0.12954827545842476,97.19118721937976
55,0.1388978693488011,97.31648741777175
56,0.13592799954921056,97.02412028819045
57,0.14503474355885496,97.08677038738645
58,0.10101424716413021,97.5984128641537
59,0.12294098878868634,97.47311266576172
60,0.11887954731077359,97.34781246736975
61,0.09398625820375954,97.73415474574502
62,0.08026576282995587,98.1518220737183
63,0.06893651679504027,98.12049702412028
64,0.08098701365083712,98.04740524172496
65,0.08000545431872767,98.03696355852564
66,0.05563017468652523,98.60081445128954
67,0.063659285377708,98.35021405450559
68,0.08294507328982192,98.01608019212698
69,0.05421635525601035,98.67390623368487
70,0.06374909202542281,98.55904771849222
71,0.05439393508981559,98.38153910410358
72,0.02735746368042128,99.30040722564478
73,0.02740849270236476,99.13334029445546
74,0.029705257191519983,99.17510702725279
75,0.031182125153851985,99.15422366085413
76,0.03659437412883053,99.09157356165814
77,0.029414696531742144,99.16466534405346
78,0.025796474698123857,99.16466534405346
79,0.02279026987145849,99.31084890884411
80,0.01885771764433334,99.40482405763808
81,0.015302292341153692,99.53012425603008
82,0.006132038710672248,99.78072465281403
83,0.005795492993358239,99.7702829696147
84,0.002292220794602637,99.93734990080401
85,0.0005847082695115326,100.0
86,0.00037013738410156976,100.0
87,0.0013345394266594483,99.968674950402
88,0.0012200021630204593,99.97911663360134
89,0.00026372348698587187,100.0
90,0.0002746682054349103,100.0
91,0.00017820206665616353,100.0
92,0.0002564608423350005,100.0
93,0.00019237529117290366,100.0
94,0.0002987288515179701,100.0
95,0.0002778355014664499,100.0
96,0.00027814534646466337,100.0
97,0.00031240866324867296,100.0
98,0.0002633722954664,100.0
99,0.0002660863717853323,100.0
100,0.00023345686917495024,100.0
