Epoch,Loss,Accuracy
1,5.614943538393293,0.5494505494505495
2,4.028103334563119,47.527472527472526
3,2.588285820824759,90.93406593406593
4,1.2423814024244035,99.45054945054946
5,0.3779825483049665,99.72527472527473
6,0.09845675155520439,100.0
7,0.03689602376627071,100.0
8,0.01852421256314431,100.0
9,0.0119498787181718,100.0
10,0.008889091334172658,100.0
11,0.0074983953631349975,100.0
12,0.0062532128233994755,100.0
13,0.005609516885929874,100.0
14,0.004713425080158881,100.0
15,0.00433289582308914,100.0
16,0.004090277261898986,100.0
17,0.003522465837055019,100.0
18,0.0030475156381726265,100.0
19,0.002944738437820758,100.0
20,0.0027447729205180493,100.0
21,0.002483692901608135,100.0
22,0.002192850665388895,100.0
23,0.0019770021234372897,100.0
24,0.0017331230504039144,100.0
25,0.0017071039349372899,100.0
26,0.001570271311460861,100.0
27,0.0014430749163563763,100.0
28,0.0014244784085479165,100.0
29,0.0012152621140038328,100.0
30,0.001102645241189748,100.0
31,0.001035789817771209,100.0
32,0.0009912912085253214,100.0
33,0.0009075501168678914,100.0
34,0.000901442694677306,100.0
35,0.0007955886373695518,100.0
36,0.000797292945208028,100.0
37,0.00073298581160738,100.0
38,0.0007293079563948725,100.0
39,0.0006820555510265487,100.0
40,0.0006088165474856007,100.0
41,0.0006300857473563935,100.0
42,0.0005647564248647541,100.0
43,0.0006165578275353514,100.0
44,0.0005674653241710205,100.0
45,0.0005544078906366069,100.0
46,0.0005010784474766947,100.0
47,0.000468710990389809,100.0
48,0.0004626678647972377,100.0
49,0.0005034000870572137,100.0
50,0.0004380260590031477,100.0
51,0.00043971999548375607,100.0
52,0.00042266788867501807,100.0
53,0.0004060496056419132,100.0
54,0.00041902509526283083,100.0
55,0.00040741048620215485,100.0
56,0.0004023190246828433,100.0
57,0.00038585109619556794,100.0
58,0.00040188486413431486,100.0
59,0.0003767475011825029,100.0
60,0.0003573630840816934,100.0
61,0.0003364551562948951,100.0
62,0.00036372368465111194,100.0
63,0.0003366447635926306,100.0
64,0.0003590930802082377,100.0
65,0.00032204396536274416,100.0
66,0.0003649028097113062,100.0
67,0.00034696854085528424,100.0
68,0.0003360762701569391,100.0
69,0.00032705156523401717,100.0
70,0.0003027769344043918,100.0
71,0.00030478731995182376,100.0
72,0.0003057134849119133,100.0
73,0.00031245774256863764,100.0
74,0.00031413180217246657,100.0
75,0.00030630055490681637,100.0
76,0.0003169749148323068,100.0
77,0.0003098417946603149,100.0
78,0.0002961784443219325,100.0
79,0.00029713370895478874,100.0
80,0.00028574388332864534,100.0
81,0.00029166203915208044,100.0
82,0.00027940370533282736,100.0
83,0.00027288630995566824,100.0
84,0.0002910497257419463,100.0
85,0.00026878602615657395,100.0
86,0.0002642364467776913,100.0
87,0.0002841610268140877,100.0
88,0.0002663855193532072,100.0
89,0.00028915194083570635,100.0
90,0.0003046998889268642,100.0
91,0.00024913825265165154,100.0
92,0.00027194477817309756,100.0
93,0.00027783901376616474,100.0
94,0.0002802615947855104,100.0
95,0.00025769760083806304,100.0
96,0.00026079111142150523,100.0
97,0.00026528789853078445,100.0
98,0.0002664169774756634,100.0
99,0.00026216198602924123,100.0
100,0.000261026514635887,100.0
